StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q29,Q31,Q31,Q4,Q20,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q18,Q20,ID,FL_8_DO
3/8/2021 14:30,3/8/2021 14:34,IP Address,100,207,TRUE,3/8/2021 14:34,R_yCOzOJ4kWId66Ih,6156,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/8/2021,North America,Unlikely,Very Unlikely,Strongly Disagree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Unsure,Yes,Male,White,"$150,000 or above",Very Conservative,Far Too High,Very knowledgeable,A Few Times a Week,Once a Month,6156,Treatment1
3/8/2021 18:56,3/8/2021 19:02,IP Address,100,382,TRUE,3/8/2021 19:02,R_1P5UmB5EiK5UHok,6195,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/8/2021,North America,Likely,Likely,Strongly Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Yes,Male,Latino or Hispanic,"$40,000 to $59,999",Centrist/Moderate,Too High,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,6195,Treatment2
3/8/2021 19:20,3/8/2021 19:23,IP Address,100,182,TRUE,3/8/2021 19:23,R_2dRas9tTyfO0I7t,6279,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/8/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Agree,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Yes,Female,White,"Less than $20,000",Centrist/Moderate,Slightly Too Liow,Not knowledgeable at all,Never or Rarely,Never or Rarely,6279,Treatment2
3/8/2021 19:50,3/8/2021 20:02,IP Address,100,716,TRUE,3/8/2021 20:02,R_22JoZpUqL9BgTVO,4193,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/8/2021,North America,Likely,Likely,Disagree,Disagree,Agree,Unsure,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Unsure,Unsure,Unsure,Unsure,Agree,Yes,Female,Other,"$150,000 or above",Lean LIberal,Slightly Too High,Moderately knowledgeable,Never or Rarely,Never or Rarely,4193,Treatment1
3/9/2021 1:56,3/9/2021 2:00,IP Address,100,206,TRUE,3/9/2021 2:00,R_3qPrkhttfbDzQxJ,6352,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/9/2021,North America,Likely,Likely,Agree,Disagree,Strongly agree,Unsure,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly agree,Disagree,Agree,Yes,Male,White,"$60,000 to $89,999",Liberal,Too Low,Very knowledgeable,A Few Times a Week,A Few Times a Week,6352,Treatment2
3/9/2021 12:57,3/9/2021 13:00,IP Address,100,150,TRUE,3/9/2021 13:00,R_1eEPItD3x5v0Ei6,6291,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/9/2021,North America,Very Likely,Likely,Agree,Unsure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Unsure,Unsure,Unsure,Agree,Unsure,Strongly agree,Unsure,Strongly agree,Yes,Female,Latino or Hispanic,"$40,000 to $59,999",Liberal,Slightly Too High,Not knowledgeable at all,Once a Month,Once a Month,6291,Treatment1
3/9/2021 12:59,3/9/2021 13:03,IP Address,100,215,TRUE,3/9/2021 13:03,R_pFYEj56QtWUDQXf,6398,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/9/2021,North America,Very Likely,Very Likely,Disagree,Strongly agree,Strongly agree,Unsure,Strongly agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly agree,Unsure,Strongly agree,Yes,Male,Other,"$20,000 to $39,999",Very Liberal,Slightly Too High,Extremely knowledgeable,Daily,A Few Times a Month,6398,Treatment2
3/9/2021 13:51,3/9/2021 13:54,IP Address,100,176,TRUE,3/9/2021 13:54,R_1dB2GFHRspLGCMb,4357,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/9/2021,North America,Very Likely,Very Likely,Strongly agree,Agree,Disagree,Unsure,Strongly agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Yes,Female,Black or African-American,"$40,000 to $59,999",Very Liberal,Too Low,Slightly knowledgeable,A Few Times a Week,A Few Times a Week,4357,Treatment1
3/9/2021 14:16,3/9/2021 14:19,IP Address,100,200,TRUE,3/9/2021 14:19,R_24o36bXh8xL2YFS,5656,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/8/2021,North America,Very Likely,Very Likely,Unsure,Unsure,Strongly agree,Unsure,Strongly agree,Unsure,Strongly agree,Agree,Disagree,Agree,Disagree,Unsure,Unsure,Agree,Agree,Unsure,Yes,Female,Black or African-American,"Less than $20,000",Lean LIberal,Too Low,Not knowledgeable at all,A Few Times a Month,Never or Rarely,5656,Treatment1
3/9/2021 14:21,3/9/2021 14:31,IP Address,100,556,TRUE,3/9/2021 14:31,R_vYPs5tu01fRLqAp,6244,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/9/2021,North America,Very Likely,Very Likely,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Unsure,Strongly agree,Agree,Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly agree,Yes,Female,Asian,"$60,000 to $89,999",Liberal,Too Low,Moderately knowledgeable,Once a Week,A Few Times a Month,6244,Treatment2
3/9/2021 14:40,3/9/2021 14:46,IP Address,100,367,TRUE,3/9/2021 14:46,R_2XgtJLFNBSdaOpL,6221,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/9/2021,North America,Very Likely,Very Likely,Agree,Strongly Disagree,Strongly agree,Unsure,Strongly agree,Unsure,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,No,Female,Latino or Hispanic,"$90,000 to $149,999",Liberal,Just About Right,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,6221,Treatment1
3/9/2021 16:03,3/9/2021 16:06,IP Address,100,210,TRUE,3/9/2021 16:06,R_1rMmh7FIs9iLP6g,5559,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/9/2021,North America,Very Likely,Very Likely,Strongly Disagree,Unsure,Agree,Unsure,Strongly agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Unsure,Strongly Disagree,Strongly agree,Disagree,Strongly agree,Yes,Female,White,"$90,000 to $149,999",Centrist/Moderate,Slightly Too Liow,Moderately knowledgeable,A Few Times a Week,A Few Times a Month,5559,Treatment1
3/9/2021 16:08,3/9/2021 16:34,IP Address,100,1560,TRUE,3/9/2021 16:34,R_ey2OP2om9mGbIgp,6047,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/9/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,,Unsure,Unsure,Agree,Disagree,Agree,Strongly agree,Strongly agree,Yes,Female,Latino or Hispanic,"$20,000 to $39,999",Lean LIberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Month,Once a Month,6047,Treatment2
3/9/2021 16:42,3/9/2021 17:54,IP Address,100,4279,TRUE,3/9/2021 17:54,R_RUdrzWqdrIm7Vnj,6097,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/9/2021,North America,Likely,Likely,Unsure,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Unsure,Agree,Strongly Disagree,Agree,Unsure,Agree,Agree,Strongly agree,Yes,Female,White,"$150,000 or above",Liberal,Slightly Too High,Very knowledgeable,Once a Week,Once a Week,6097,Treatment2
3/9/2021 18:03,3/9/2021 18:22,IP Address,100,1138,TRUE,3/9/2021 18:22,R_2QQGZxAmQ9YG0T4,6335,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/9/2021,North America,Very Likely,Very Likely,Disagree,Agree,Agree,Unsure,Strongly agree,Agree,Strongly agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Strongly agree,Yes,Male,White,"$90,000 to $149,999",Very Liberal,Too Low,Moderately knowledgeable,A Few Times a Week,A Few Times a Month,6335,Treatment1
3/9/2021 19:13,3/9/2021 19:16,IP Address,100,144,TRUE,3/9/2021 19:16,R_2TuubKmq3YqT8nM,5251,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/9/2021,North America,Likely,Likely,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Unsure,Agree,Disagree,Unsure,Unsure,Agree,Disagree,Strongly agree,Yes,Female,White,"$90,000 to $149,999",Lean LIberal,Slightly Too High,Slightly knowledgeable,Once a Week,A Few Times a Month,5251,Treatment2
3/9/2021 23:08,3/9/2021 23:15,IP Address,100,424,TRUE,3/9/2021 23:15,R_2BwIdHDFnW8pd6S,6089,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/9/2021,North America,Very Likely,Very Likely,Disagree,Disagree,Agree,Unsure,Strongly agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Disagree,Unsure,Agree,Unsure,Strongly agree,Yes,Male,White,"$90,000 to $149,999",Liberal,Too Low,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,6089,Treatment1
3/10/2021 10:48,3/10/2021 10:52,IP Address,100,262,TRUE,3/10/2021 10:52,R_BrL7jovO4DVktNf,5678,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/10/2021,North America,Very Likely,Likely,Strongly agree,Unsure,Strongly agree,Disagree,Strongly agree,Unsure,Disagree,Agree,Strongly Disagree,Strongly agree,Disagree,Agree,Unsure,Agree,Unsure,Strongly agree,Yes,Male,White,"$150,000 or above",Lean Conservative,Slightly Too Liow,Moderately knowledgeable,A Few Times a Week,Once a Month,5678,Treatment2
3/10/2021 13:03,3/10/2021 13:08,IP Address,100,274,TRUE,3/10/2021 13:08,R_WCjrIpwF0n96WPL,4414,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/10/2021,North America,Unlikely,Neither Unlikely Nor Likely,Disagree,Agree,Disagree,Unsure,Agree,Agree,Agree,Agree,Disagree,Agree,Unsure,Disagree,Agree,Agree,Disagree,Agree,Yes,Female,Latino or Hispanic,"$90,000 to $149,999",Lean LIberal,Just About Right,Moderately knowledgeable,Once a Month,Once a Month,4414,Treatment1
3/10/2021 18:44,3/10/2021 18:46,IP Address,100,112,TRUE,3/10/2021 18:46,R_6gxnHwJglT7oLf3,6199,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/10/2021,North America,Very Likely,Likely,Unsure,Disagree,Agree,Strongly agree,Unsure,Agree,Agree,Agree,Unsure,Unsure,Unsure,Agree,Agree,Agree,Agree,Agree,Yes,Male,Asian,"$150,000 or above",Liberal,Slightly Too Liow,Not knowledgeable at all,Never or Rarely,Never or Rarely,6199,Treatment2
3/10/2021 19:49,3/10/2021 19:53,IP Address,100,263,TRUE,3/10/2021 19:53,R_YWUG8HADiK6CTO9,5250,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/10/2021,North America,Very Likely,Very Likely,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Yes,Female,Asian,"$20,000 to $39,999",Very Liberal,Far Too Low,Moderately knowledgeable,A Few Times a Month,Once a Month,5250,Treatment2
3/10/2021 21:03,3/10/2021 21:08,IP Address,100,324,TRUE,3/10/2021 21:08,R_OqWJrSGVmtAk6m5,6102,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/10/2021,North America,Very Likely,Likely,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Agree,Yes,Male,White,"$150,000 or above",Conservative,Just About Right,Moderately knowledgeable,Once a Week,A Few Times a Month,6102,Treatment1
3/10/2021 21:44,3/10/2021 22:06,IP Address,100,1369,TRUE,3/10/2021 22:06,R_AzFz7lDhicXgdY5,6219,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/10/2021,North America,Neither Unlikely Nor Likely,Likely,Disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Yes,Male,Asian,"$90,000 to $149,999",Lean LIberal,Slightly Too High,Slightly knowledgeable,Daily,A Few Times a Month,6219,Treatment2
3/10/2021 23:18,3/10/2021 23:22,IP Address,100,250,TRUE,3/10/2021 23:22,R_21AnsdH1XDYEfud,4545,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/10/2021,North America,Likely,Likely,Agree,Unsure,Agree,Unsure,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Yes,Female,White,"$20,000 to $39,999",Liberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Week,Once a Week,4545,Treatment1
3/10/2021 23:22,3/10/2021 23:25,IP Address,100,225,TRUE,3/10/2021 23:25,R_2QzehelHpxa3WuW,6368,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/10/2021,North America,Likely,Unlikely,Agree,Disagree,Unsure,Unsure,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Unsure,Agree,Yes,Male,White,"$90,000 to $149,999",Lean Conservative,Too High,Very knowledgeable,Once a Month,A Few Times a Month,6368,Treatment1
3/11/2021 10:14,3/11/2021 10:17,IP Address,100,167,TRUE,3/11/2021 10:17,R_stlHmJZsANGTmOR,6250,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/11/2021,North America,Very Likely,Very Likely,Disagree,Agree,Unsure,Disagree,Strongly agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Unsure,Yes,Female,White,"$150,000 or above",Very Liberal,Slightly Too Liow,Very knowledgeable,A Few Times a Week,A Few Times a Week,6250,Treatment2
3/11/2021 11:47,3/11/2021 11:58,IP Address,100,680,TRUE,3/11/2021 11:58,R_2qEQiIIr3mu8YhK,5788,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/11/2021,North America,Very Likely,Very Likely,Unsure,Unsure,Agree,Agree,Strongly agree,Unsure,Disagree,Agree,Disagree,Agree,Disagree,Disagree,,Agree,Disagree,Unsure,Yes,Prefer not to say,White,"$150,000 or above",Very Liberal,Slightly Too Liow,Slightly knowledgeable,Once a Week,Once a Week,5788,Treatment1
3/11/2021 13:12,3/11/2021 13:17,IP Address,100,309,TRUE,3/11/2021 13:17,R_2aDdNJBxmtfvFpg,6161,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/11/2021,North America,Very Likely,Very Likely,Strongly agree,Disagree,Agree,Unsure,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly Disagree,Agree,Strongly agree,Disagree,Disagree,Agree,Yes,Female,White,"$90,000 to $149,999",Liberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Month,Once a Month,6161,Treatment2
3/11/2021 14:17,3/11/2021 14:24,IP Address,100,411,TRUE,3/11/2021 14:24,R_27xTTh5tVoN6BbY,6318,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/11/2021,North America,Likely,Likely,Agree,Agree,Strongly agree,Unsure,Strongly agree,Unsure,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Unsure,Strongly agree,Agree,Strongly agree,Yes,Female,White,"$90,000 to $149,999",Lean Conservative,Slightly Too High,Slightly knowledgeable,Once a Week,Once a Month,6318,Treatment2
3/11/2021 16:35,3/11/2021 16:39,IP Address,100,226,TRUE,3/11/2021 16:39,R_3TTHRDycyUR8afn,5610,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/11/2021,North America,Likely,Likely,Disagree,Strongly agree,Disagree,Unsure,Agree,Strongly agree,Unsure,Agree,Unsure,Agree,Disagree,Disagree,Unsure,Unsure,Agree,Strongly agree,Yes,Male,"Asian,White","$150,000 or above",Lean Conservative,Slightly Too High,Moderately knowledgeable,Once a Month,Never or Rarely,5610,Treatment1
3/11/2021 16:46,3/11/2021 16:51,IP Address,100,331,TRUE,3/11/2021 16:51,R_2v2DNVUBqh8SOSY,6263,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/11/2021,North America,Very Likely,Very Likely,Agree,Disagree,Strongly agree,Unsure,Strongly agree,Unsure,Strongly agree,Agree,Disagree,Agree,Disagree,Unsure,Disagree,Unsure,Unsure,Strongly agree,Yes,Female,Asian,"$40,000 to $59,999",Liberal,Too High,Moderately knowledgeable,Once a Week,Never or Rarely,6263,Treatment1
3/11/2021 16:48,3/11/2021 16:57,IP Address,100,519,TRUE,3/11/2021 16:57,R_2fcxeivxgOUlgDT,3941,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/11/2021,Asia,Likely,Neither Unlikely Nor Likely,Disagree,Unsure,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Unsure,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,No,Male,Asian,"$90,000 to $149,999",Lean Conservative,Slightly Too High,Moderately knowledgeable,Once a Week,Once a Month,3941,Treatment2
3/11/2021 18:15,3/11/2021 18:16,IP Address,100,89,TRUE,3/11/2021 18:16,R_p9LypvupvXuKzPX,6282,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",2/11/2021,North America,Neither Unlikely Nor Likely,Likely,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Female,Asian,"$150,000 or above",Liberal,Just About Right,Moderately knowledgeable,Once a Week,A Few Times a Month,6282,Treatment2
3/11/2021 23:08,3/11/2021 23:12,IP Address,100,207,TRUE,3/11/2021 23:12,R_wMBdajXGAG2Eyu5,4485,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/11/2021,North America,Very Likely,Very Likely,Agree,Unsure,Strongly agree,Unsure,Agree,Unsure,Strongly agree,Agree,Disagree,Strongly agree,Unsure,Unsure,Strongly Disagree,Agree,Disagree,Agree,Yes,Female,White,"$90,000 to $149,999",Lean LIberal,Slightly Too High,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,4485,Treatment1
3/12/2021 3:16,3/12/2021 3:20,IP Address,100,194,TRUE,3/12/2021 3:20,R_O3jHX7ILQERrGfL,4430,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/12/2021,North America,Very Likely,Very Likely,Unsure,Unsure,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Yes,Female,White,"$90,000 to $149,999",Liberal,Too High,Extremely knowledgeable,Daily,Daily,4430,Treatment2
3/12/2021 9:32,3/12/2021 9:37,IP Address,100,340,TRUE,3/12/2021 9:37,R_8fgw540IP87XMXf,3793,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/21/2021,North America,Very Likely,Likely,Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Unsure,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Unsure,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Yes,Male,White,"$60,000 to $89,999",Lean LIberal,Too Low,Slightly knowledgeable,Once a Week,Once a Month,3793,Treatment1
3/12/2021 12:17,3/12/2021 12:24,IP Address,100,453,TRUE,3/12/2021 12:24,R_2ZWTPcH4TFfAzi4,6365,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/12/2021,North America,Very Likely,Likely,Strongly agree,Agree,Agree,Unsure,Agree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Unsure,Agree,Strongly agree,No,Female,Asian,"$60,000 to $89,999",Lean Conservative,Slightly Too Liow,Slightly knowledgeable,A Few Times a Month,Never or Rarely,6365,Treatment1
3/5/2021 12:22,3/5/2021 12:26,IP Address,95,237,FALSE,3/12/2021 12:26,R_2BgnCRpbPG0yNQF,6394,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/5/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Strongly agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Yes,Male,Asian,"$90,000 to $149,999",Lean LIberal,Too High,Moderately knowledgeable,Once a Week,Once a Week,6394,Treatment2
3/12/2021 16:45,3/12/2021 16:50,IP Address,100,320,TRUE,3/12/2021 16:50,R_2BtSwhTEQumnpOl,6164,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/12/2021,North America,Very Likely,Very Likely,Unsure,Disagree,Unsure,Disagree,Strongly agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Unsure,Unsure,Agree,Yes,Male,White,"$150,000 or above",Very Liberal,Slightly Too High,Moderately knowledgeable,A Few Times a Month,Once a Month,6164,Treatment2
3/12/2021 20:31,3/12/2021 20:35,IP Address,100,296,TRUE,3/12/2021 20:36,R_3RlRu91KhsGMGW2,6369,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/12/2021,North America,Very Likely,Very Likely,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly Disagree,Agree,Unsure,Strongly agree,Agree,Strongly agree,Yes,Male,White,"$150,000 or above",Very Liberal,Slightly Too Liow,Very knowledgeable,A Few Times a Month,A Few Times a Month,6369,Treatment1
3/13/2021 14:48,3/13/2021 14:53,IP Address,100,304,TRUE,3/13/2021 14:53,R_3fQdix2u3EfiyZ3,6003,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/13/2021,North America,Very Likely,Very Likely,Strongly agree,Disagree,Strongly agree,Unsure,Strongly agree,Agree,Strongly agree,Agree,Unsure,Strongly agree,Strongly Disagree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Yes,Non-binary / third gender,Latino or Hispanic,"Less than $20,000",Liberal,Too Low,Moderately knowledgeable,Once a Week,A Few Times a Week,6003,Treatment2
3/13/2021 16:10,3/13/2021 16:15,IP Address,100,282,TRUE,3/13/2021 16:15,R_XL1HUG7iXi4UtwZ,6210,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/13/2021,North America,Very Likely,Likely,Strongly agree,Unsure,Agree,Agree,Agree,Unsure,Agree,Agree,Disagree,Strongly agree,Unsure,Agree,Disagree,Agree,Disagree,Agree,Yes,Female,White,"$90,000 to $149,999",Lean LIberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,6210,Treatment2
